Classification,Year,Period,Date Mapper,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,975,ASEAN,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,72576,,68473,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,76,Brazil,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,123,,1324,,,0
HS,2018,201806,6/1/2018,18-Jun,6,1,2,Exports,699,India,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,15978,,188758,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,842,United States of America,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,0,,161465,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,26343,,118087,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,699,India,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,15023,,177472,,,0
HS,2018,201812,12/1/2018,18-Dec,4,0,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,2601,Iron ores and concentrates; including roasted iron pyrites,,,,,,,768539000,,70008799,,,0
HS,2018,201812,12/1/2018,18-Dec,4,0,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,1774650,,402004,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,703,Slovakia,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,8659,,11825,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,5366,,32137,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,700717,,762244,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,110313,Cereal groats and meal; of maize (corn),,,,,,,15453,,7181,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,58034,,68980,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,2506860,,2051683,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,270111,"Coal; anthracite, whether or not pulverised, but not agglomerated",,,,,,,278005000,,23524694,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,693424,,1405080,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,750210,"Nickel; unwrought, not alloyed",,,,,,,3200,,60338,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,4885,,27330,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,703,Slovakia,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,540,,5037,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,440,Lithuania,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,21216,,32236,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,440,Lithuania,,804,Ukraine,,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",,,,,,,1578280,,895869,,,0
HS,2018,201811,11/1/2018,18-Nov,4,0,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,2601,Iron ores and concentrates; including roasted iron pyrites,,,,,,,207264900,,15233513,,,0
HS,2018,201811,11/1/2018,18-Nov,4,0,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,794100,,179631,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,372,Ireland,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,8,,5,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,1980910,,1662269,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,603938,,1201627,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,44780,,114556,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,5758,,36612,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,270111,"Coal; anthracite, whether or not pulverised, but not agglomerated",,,,,,,271155000,,23337921,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,9000,,63967,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,110313,Cereal groats and meal; of maize (corn),,,,,,,23356,,10871,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,610361,,682119,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,750210,"Nickel; unwrought, not alloyed",,,,,,,500,,8269,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,37542,,164267,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,208,Denmark,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,608276,,688166,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,208,Denmark,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,41,,1907,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,208,Denmark,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,8,,211,,,0
HS,2018,201810,10/1/2018,18-Oct,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,44803,,284755,,,0
HS,2018,201802,2/1/2018,18-Feb,4,0,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,2601,Iron ores and concentrates; including roasted iron pyrites,,,,,,,284682000,,28960926,,,0
HS,2018,201802,2/1/2018,18-Feb,4,0,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,110000,,21600,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,110313,Cereal groats and meal; of maize (corn),,,,,,,30317,,10912,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,396558,,629806,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,5404,,43443,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,3000,,7608,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,270111,"Coal; anthracite, whether or not pulverised, but not agglomerated",,,,,,,89452600,,7788700,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,750210,"Nickel; unwrought, not alloyed",,,,,,,3004,,54924,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,3602,,25956,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,1807,,10945,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,2134820,,1922257,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,13469,,60269,,,0
HS,2018,201805,5/1/2018,18-May,6,1,2,Exports,440,Lithuania,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,99,,3229,,,0
HS,2018,201805,5/1/2018,18-May,6,1,2,Exports,440,Lithuania,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,0,,130,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,33430,,151583,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,110313,Cereal groats and meal; of maize (corn),,,,,,,5630,,4199,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,1604990,,1440618,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,521598,,643028,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,270111,"Coal; anthracite, whether or not pulverised, but not agglomerated",,,,,,,156278000,,14578915,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,2206,,20765,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,94955,,245060,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,3661,,27719,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,750210,"Nickel; unwrought, not alloyed",,,,,,,3124,,76036,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,38415,,94518,,,0
HS,2018,201810,10/1/2018,18-Oct,4,0,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,2601,Iron ores and concentrates; including roasted iron pyrites,,,,,,,19200,,12310,,,0
HS,2018,201810,10/1/2018,18-Oct,6,1,2,Exports,208,Denmark,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,4,,49,,,0
HS,2018,201807,7/1/2018,18-Jul,4,0,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,2601,Iron ores and concentrates; including roasted iron pyrites,,,,,,,445879700,,39751167,,,0
HS,2018,201807,7/1/2018,18-Jul,4,0,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,3606400,,797342,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,11349,,61351,,,0
HS,2018,201803,3/1/2018,18-Mar,4,0,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,2601,Iron ores and concentrates; including roasted iron pyrites,,,,,,,429020000,,41347624,,,0
HS,2018,201803,3/1/2018,18-Mar,4,0,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,44000,,8508,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,505,,4317,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,2821300,,2485916,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,110313,Cereal groats and meal; of maize (corn),,,,,,,16203,,6393,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,539184,,666813,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",,,,,,,98199,,57512,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,270111,"Coal; anthracite, whether or not pulverised, but not agglomerated",,,,,,,241308000,,20250148,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,750210,"Nickel; unwrought, not alloyed",,,,,,,2094,,40434,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,1115,,4118,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,3561,,25568,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,21974,,65614,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,31,Azerbaijan,,804,Ukraine,,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",,,,,,,86867300,,85562266,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,842,United States of America,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,432,,16102,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,233,Estonia,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,4140,,25472,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,233,Estonia,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,5,,37,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,203,Czech Rep.,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,18659,,78209,,,0
HS,2018,201810,10/1/2018,18-Oct,6,1,2,Exports,440,Lithuania,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,260,,41446,,,0
HS,2018,201805,5/1/2018,18-May,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,825874,,1488682,,,0
HS,2018,201805,5/1/2018,18-May,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,37,,470,,,0
HS,2018,201805,5/1/2018,18-May,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,750210,"Nickel; unwrought, not alloyed",,,,,,,3500,,53765,,,0
HS,2018,201805,5/1/2018,18-May,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,589601,,1461440,,,0
HS,2018,201805,5/1/2018,18-May,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,12850,,101091,,,0
HS,2018,201805,5/1/2018,18-May,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,1862,,58855,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,4873,,69518,,,0
HS,2018,201810,10/1/2018,18-Oct,6,1,2,Exports,440,Lithuania,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,23,,1213,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,5920,,32570,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,78,,1218,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,10772,,21535,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,750210,"Nickel; unwrought, not alloyed",,,,,,,2952,,56668,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,62099,,153477,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,14816,,63193,,,0
HS,2018,201804,4/1/2018,18-Apr,4,0,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,185380,,38281,,,0
HS,2018,201804,4/1/2018,18-Apr,4,0,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,2601,Iron ores and concentrates; including roasted iron pyrites,,,,,,,26559520,,2847978,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",,,,,,,508506,,278153,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,270111,"Coal; anthracite, whether or not pulverised, but not agglomerated",,,,,,,244560000,,20069671,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,643,Russian Federation,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,552818,,639520,,,0
